"MOTEL_ID","MOTEL_NAME","MOTEL_LABEL","MOTEL_ADDRESS","MOTEL_LOCATION","MOTEL_RATING","MOTEL_AREA","MOTEL_PRICE","MOTEL_CONTENT","MOTEL_VIEWS","MOTEL_IMAGE","MOTEL_PRICE_2","MOTEL_VIEWS_2"
"87","CHO THUÊ PHÒNG TRỌ MỚI XÂY, GẦN TRƯỜNG ĐẠI HỌC Y DƯỢC, SAU LƯNG BỆNH VIỆN PHƯƠNG CHÂU. GIÁ RẺ CẠNH T","Rất tốt","Địa chỉ: 322G / 10 A, KV 4, P.An Bình, Q.Ninh Kiều – TP.Cần Thơ ( sau lưng Bệnh Viện Phương Châu , h","Ninh Kiều","5","DT: 25.00 m²","850000","Nhà trọ mới xây  ,  có 2 cửa sổ nhìn ra bên ngoài, có hàng rào cao chắn an toàn,  có sân phơi đồ thoáng mát, nơi yên tĩnh, tiện cho việc học tập. Đặc biệt có phòng có máy lạnh. Phòng có thể ở từ 3-4 người. Nội thất... Xem thêm ","49201","NhaTro/image_motel/87.jpg","Dưới 1 triệu","Khá"
"88","NHA TRO SINH VIEN (ĐƯỜNG TRẦN VỈNH KIÊT, ĐỐI DIỆN SAN BÓNG AN BINH) SACH SE, THOANG MAT, AN NINH ","Rất tốt","Địa chỉ: ninh kieu can tho","Ninh Kiều","3","DT: 30.00 m²","1000000","NHÀ TRỌ THIÊN HƯƠNG: 694/47/24 KHU VƯC III P. AN BINH, NINH KIỀU,TPCT :DT:0932 810 679, 01249948373 NHÀ TRO CO QUY MO HON 100 PHONG, SẠCH SE, THOANG MAT, AN NINH(CONG RA VAO QUẸT THẺ) CO NHIỀU LOẠI PHÒNG CHO SINH VIÊN, CÔNG NHAN VIÊN( PHONG CO GAC DT GAN... Xem thêm ","17162","NhaTro/image_motel/88.jpg","Trên 2 triệu","Khá"
"89","CHO THUÊ NHÀ TRỌ GẦN TRƯỜNG CAO ĐẲNG Y TÊ CẦN THƠ ĐƯỜNG VÕ VĂN KIỆT","Rất tốt","Địa chỉ: 12/8c/19 võ văn kiệt Phườn An Hòa Ninh Kiều Cần Thơ","Ninh Kiều","5","DT: 20.00 m²","700000","Cho thuê nhà trọ, cao thoáng mát, an ninh tốt, rất yên tĩnh cho việc nghỉ ngơi và hoc bài, có sân rộng rãi để xe và phơi đồ. có hàng rào cao kín đáo. - DT sử dụng 21m2 có gác lững. toilet sạch đẹp hiện đại.có ốp gạch... Xem thêm ","111880","NhaTro/image_motel/89.jpg","Dưới 1 triệu","Rất tốt"
"90","Phòng trọ cho thuê tại Khu Công Nghiệp Trà Nóc - Cần Thơ","Rất tốt","Địa chỉ: khu công nghiệp Trà Nóc","Ninh Kiều","5","DT: 16.00 m²","700000","CHO THUÊ PHÒNG TRỌ  NHÀ TRỌ NGỌC TÚ  PHÒNG ĐẸP - THOÁNG MÁT - YÊN TĨNH - GIÁ RẺ PHÒNG CÓ GẠCH ỐP TƯỜNG, TRẦN THẠCH CAO GÁC LỬNG CÓ LÁT GẠCH HOA. WC TRONG SẠCH SẼ, CÓ INTERNET. PHÒNG GẦN KCN TRÀ NÓC - GẦN CHỢ  LH:  0167.308.9859 (... Xem thêm ","44054","NhaTro/image_motel/90.jpg","Dưới 1 triệu","Khá"
"91","Cho thuê nhà trọ đối diện BV Nhi đồng Cần Thơ mới, gần Trường ĐH Nam Cần Thơ","Rất tốt","Địa chỉ: Đối diện Bệnh Nhi đồng Cần Thơ đang xây dựng","Ninh Kiều","5","DT: 22.00 m²","1000000","CHO THUÊ NHÀ TRỌ CAO CẤP, ĐỐI DIỆN BỆNH VIỆN NHI ĐỒNG CẦN THƠ ĐANG XÂY DỰNG, GẦN TRƯỜNG ĐH NAM CẦN THƠ, TRƯỜNG HL CÔNG AN, TRƯỜNG CHÍNH TRỊ KV IV.  PHÒNG RỘNG RÃI, NỘI THẤT CAO CẤP, GÁC LỮNG ĐÚC BÊ TÔNG CAO RÁO CHẮC CHẮN, CÓ CAMERA... Xem thêm ","109343","NhaTro/image_motel/91.jpg","Trên 2 triệu","Rất tốt"
"92","Nhà trọ Sinh viên","Rất tốt","Địa chỉ: 51H/2 Đường Nguyễn Văn Cừ, Phường An Khánh, Quận Ninh Kiều, Cần Thơ","Ninh Kiều","5","DT: 16.00 m²","800000","Nhà trọ Sinh viên – Học Sinh  Gần Đại học Y Dược Cần Thơ, Đại học Cần Thơ hẻm 51 đường 3/2  Nhà trọ mới xây, thoáng mát có sân phơi đồ, WC trong phòng, có gác lửng 6m2  An ninh, Wifi miễn phí  Hiện còn 03 phòng trống, Giá... Xem thêm ","36835","NhaTro/image_motel/92.jpg","Dưới 1 triệu","Khá"
"93","Cho thuê nhà trọ 118/2B đường 3/2 quận Ninh Kiều thoáng mát sạch sẽ tiện nghi","Rất tốt","Địa chỉ: 118/2B  Đường 3 tháng 2, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ","Ninh Kiều","5","DT: 27.00 m²","1500000","- Nhà trọ mới xây dựng, sạch sẽ, thoáng mát nằm ngay đường 3/2, quận Ninh Kiều (Số nhà 118/2B, đường 3/2, cách mặt đường 10m).  - Vị trí thuận lợi, gần Trường ĐH Cần Thơ,siêu thị Metro, Siêu thị Big C, chợ 91B.  - Diện tích mỗi phòng: 27m2.... Xem thêm ","25229","NhaTro/image_motel/93.jpg","1 triệu - 2 triệu","Khá"
"94","Phòng trọ cho thuê gần trường đại học khu 1, khu 2, cao đẳng, chợ...","Rất tốt","Địa chỉ: 278/26A Tam Vu Phường Hưng Lợi Quận Ninh Kiều TP Cần Thơ","Ninh Kiều","5","DT: 20.00 m²","800000","Cho thuê phòng trọ giá rẻ,800.000đ/tháng.điện 3000, nước 7000, khu yên tỉnh, sạch sẽ, thoáng mát, wifi miễn phí, phòng mới có gác lững, wc trong phòng, có sân phơi đồ, đậu xe...gần trường đại học khu 1, khu 2, cao đẳng, gần chợ, địa chỉ hẻm 278 tầm vu... Xem thêm ","36927","NhaTro/image_motel/94.jpg","Dưới 1 triệu","Khá"
"95","CHO THUÊ NHÀ TRỌ SINH VIÊN ĐƯỜNG NGUYỄN VĂN CỪ NỐI DÀI GẦN TRƯỜNG ĐH Y DƯỢC CẦN THƠ","Rất tốt","Địa chỉ: Gần Trường ĐH Y Dược Đường Nguyễn Văn Cừ, Phường An Khánh, Quận Ninh Kiều, Cần Thơ","Ninh Kiều","5","DT: 24.00 m²","1500000","- Nhà trọ mới xây dựng xong, sạch sẽ, thoáng mát có gác lửng, nằm trên Đường Nguyễn Văn Cừ nối dài gần Trường ĐH Y Dược .  - Vị trí thuận lợi, gần Trường ĐH Y Dược, Trường ĐH Nam Cần Thơ, Trường CĐ Y Tế, Trường ĐH Kinh... Xem thêm ","38210","NhaTro/image_motel/95.jpg","1 triệu - 2 triệu","Khá"
"96","Nhà trọ thoáng mát đường Trần Quang Diệu!","Rất tốt","Địa chỉ: 162.2.2A Trần Quang Diệu, TP Cần Thơ","Ninh Kiều","5","DT: 24.00 m²","1000000","NHÀ TRỌ MỚI XÂY ĐƯỜNG TRẦN QUANG DIỆU  - Diện tích: 24m2 gồm 8m2 Gác đúc - Đường vào rộng 5m2, thuận tiện đi lại. Gần trường Cao đẳng kinh tế kỹ thuật Cần Thơ, CTy may Tây Đô, trường Nguyễn Việt Dũng, Trung Cấp Bách Nghệ - Wifi miễn... Xem thêm ","42443","NhaTro/image_motel/96.jpg","Trên 2 triệu","Khá"
"97","cho thuê phòng nghĩ","Rất tốt","Địa chỉ: Đường Cách Mạng Tháng 8, Phường Bùi Hữu Nghĩa, Quận Bình Thủy","Bình Thủy","3","DT: 25.00 m²","1000000","NHÀ NGHĨ NGỌC NGÂN  SẠCH SẼ THOÁNG MÁT ĐẦY ĐỦ TIỆN NGHI.GIÁ BÌNH DÂN,  Đ/C 546/14A. ĐƯỜNG CMT8. PHƯỜNG BÙI HỮU NGHĨA, QUẬN BÌNH THUỶ TP CẦN THƠ PHỤC VỤ ÂN CẦN CHU ĐÁO.  ĐT: 0909383814... Xem thêm ","19344","NhaTro/image_motel/97.jpg","Trên 2 triệu","Khá"
"98","NHÀ TRỌ SV MỚI XÂY GIÁ RẺ GẦN CÁC TRƯỜNG HỌC","Rất tốt","Địa chỉ: 12/23/37a Đường 3 tháng 2, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ","đường 3/2","5","DT: 20.00 m²","800000","NHÀ TRỌ SV, CÔNG NHÂN VIÊN TRUNG TÂM THÀNH PHỐ CẦN THƠ    Địa chỉ: 12/23/37a, hẻm 12, đường 3/2, Phường Hưng Lợi, Q.Ninh Kiều, TP.Cần Thơ    Hẻm 12 kế bên BV Da Liễu (gần cầu đầu sấu) vào hẻm 200m.    Hẻm rộng,nhà trọ ngay chợ, dễ vận chuyển đồ đạc... Xem thêm ","31942","NhaTro/image_motel/98.jpg","Dưới 1 triệu","Khá"
"99","Phòng trọ cho thuê gần cầu đầu sấu","Rất tốt","Địa chỉ: 102/ 60B đường 3 tháng 2 cần thơ","Ninh Kiều","4","DT: 26.00 m²","1000000","- phòng trọ mới, có gác lửng. - hẻm 102 gần cầu đầu sấu. BV Da liễu vô gần. - giờ giấc tự do, tự quản. - 1tr/tháng. Ở được 3-4 người. - LH. a.Ngọc 0939.989.916... Xem thêm ","21056","NhaTro/image_motel/99.jpg","Trên 2 triệu","Khá"
"100","Nhà trọ mới xây cho thuê 5 phòng","Rất tốt","Địa chỉ: 18/23A Xô Viết Nghệ Tĩnh","Ninh Kiều","4","DT: 25.00 m²","2000000","dophin\'s Avatar   dophin dophin bây giờ đang online Thành viên chính thức      Tham gia ngày: Mar 2009 Bài gửi: 169 Thành viên thứ: 121 Cám ơn: 0 Được cám ơn 12 lần trong 12 bài viết Theo dõi Tạo trang in Email trang này Hot Nhà trọ mới xây cho... Xem thêm","26882","NhaTro/image_motel/100.jpg","Trên 2 triệu","Khá"
"101","Nhà trọ sinh viên Cần Thơ 23m2 đường Trần Quang Diệu","Rất tốt","Địa chỉ: 76 Trần Quang Diệu, P.An Thới, Q.Bình Thủy.","Bình Thủy","5","DT: 23.00 m²","800000","Nhà trọ Trần Quang Diệu (Q.Bình Thủy) thoáng mát rộng rãi Nhà trọ mới xây đường Trần Quang Diệu: Gần trường Cao đẳng kinh tế kỹ thuật, Trung cấp Bách Nghệ, công ty may Tây Đô... thuận tiện đi lại. Đường vào rộng, tráng bê tông sạch sẽ. Nền nhà... Xem thêm ","102985","NhaTro/image_motel/101.jpg","Dưới 1 triệu","Rất tốt"
"102","Cho thuê nhà độc lập khu tập thể Trần Khánh Dư đường 30/4","Rất tốt","Địa chỉ: D12, Khu tập thể Trần Khánh Dư","Ninh Kiều","2","DT: 14.00 m²","1000000","Cho thuê nhà độc lập : ngang 2m5 dài 5m8 có sân phơi đồ trước sau, tolet riêng, an ninh tốt . Đ/c: D12 đường 30/4 ktt trần khánh dư p.xuân khánh q.nk tp.ct, giá điện: 2500đ, giá nước: 7000đ Liên hệ: chị Như 0939776775... Xem thêm ","13977","NhaTro/image_motel/102.jpg","Trên 2 triệu","Khá"
"103","Cho thuê phòng trọ vị trí nằm gần trường ĐH Y Dược Cần Thơ","Rất tốt","Địa chỉ: 383H1/14B Nguyễn Văn cừ, P. An Khánh, NK, CT","Ninh Kiều","3","DT: 30.00 m²","1000000","Phòng trọ gồm có 6 phòng (2 phòng còn trống), diện tích mỗi phòng 30m2, còn 1 phòng có cửa sổ nhìn ra bên ngoài. + Có hàng rào chắn an toàn + Yên tĩnh, thoáng mát tiện lợi cho việc học tập + Phòng trọ rộng rãi, sạch đẹp... Xem thêm ","9700","NhaTro/image_motel/103.jpg","Trên 2 triệu","Trung Bình"
"104","Cho Thuê Nhà Trọ Đẹp -Tiện Nghi - Giá Bình Dân - Khu Dân trí cao ở Cần Thơ","Rất tốt","Địa chỉ: Cạnh nhà 18A/6A Bùi hữu Nghĩa","Ninh Kiều","5","DT: 22.00 m²","1000000","  Phòng trọ thoáng mát, rộng rãi, nhà vệ sinh trong phòng tiện lợi, có gác đúc, dịch vụ WIFI và truyền hình cáp 24/7 cho bạn không gian thoải mái để sống, học tập và làm việc.     Có bố trí chỗ để bếp ăn, nhà để xe cho các phòng... Xem thêm ","31441","NhaTro/image_motel/104.jpg","Trên 2 triệu","Khá"
"105","NHÀ CHO THUÊ HOẶC VĂN PHÒNG DÀI HẠN","Rất tốt","Địa chỉ: 124/7 Phạm Ngũ Lão Quận Ninh Kiều","Ninh Kiều","1","DT: 220.00 m²","10000000","Nhà hẻm 124 (vào 30m) đường Phạm Ngũ Lão, 2 nhà liền kề nhau (124/5 - 124/7), nội thất cao cấp. Thuộc trung tâm Thành phố Cần Thơ, gần Trường học. An ninh tốt !

Nhà đầy đủ tiện nghi, có kích thước ngang 10m dài 22m tổng diện tích... Xem thêm ","5436","NhaTro/image_motel/105.jpg","Trên 2 triệu","Trung Bình"
"106","Long Xuyên-cho thuê nhà trọ sinh viên","Rất tốt","Địa chỉ: Gần trường Đại học An Giang","Ninh Kiều","3","DT: 20.00 m²","1000000","Nhà mới xây,sạch sẽ,thoáng mát,tiện nghi

Diện tích:20m2

Có chỗ để xe,an ninh,có gác,cho nấu ăn

Có wifi,máy phát điện khi cúp điện

Gần trường đại học An Giang... Xem thêm ","13002","NhaTro/image_motel/106.jpg","Trên 2 triệu","Khá"
"107","Cho thuê phòng trọ","Rất tốt","Địa chỉ: đối diện bệnh viện trung ương cần thơ","Ninh Kiều","5","DT: 21.00 m²","500000","3 phòng 18m2: 1tr2/tháng (1 người), 600k/tháng (2 người), 500k/tháng (3 người)


1 phòng 21m2: 1tr5/tháng (1 người), 750k/tháng (2 người), 600k/tháng (3 người)... Xem thêm ","42359","NhaTro/image_motel/107.jpg","Dưới 1 triệu","Khá"
"108","Cho thuê phòng trọ đường lý tự trọng, rộng rãi, thoáng mát, yên tĩnh","Rất tốt","Địa chỉ: 140/55 c LÝ TỰ TRỌNG - CẦN THƠ","Ninh Kiều","4","DT: 16.00 m²","1200000","‎CHO THUÊ PHÒNG TRỌ CAO CẤP GIÁ BÌNH DÂN 
 
 
 
 
 
NHÀ TRỌ MỚI XÂY DỰNG ĐƯỜNG LÝ TỰ TRỌNG,CÓ GÁC LỬNG KIÊN CỐ, 
 
PHÒNG TRỌ RỘNG RÃI THOÁNG MÁT, YÊN TĨNH, AN NINH, PHÒNG CÓ TOILET TRONG, BẾP, SÀN RỬA CHÉN, SÂN PHƠI QUẦN ÁO, CỔNG RÀO KIÊN CỐ,CHÌA KHÓA... Xem thêm ","23146","NhaTro/image_motel/108.jpg","1 triệu - 2 triệu","Khá"
"109","Cho thuê nhà nguyên căn hẻm xe hơi quận Ninh Kiều","Rất tốt","Địa chỉ: hẻm 38 đường mậu thân, quận Ninh Kiều, TP. Cần Thơ","Ninh Kiều","3","DT: 45.00 m²","2500000","‎cho thuê nhà nguyên căn, hẻm 38 đường mậu thân, quận Ninh Kiều, TP. Cần Thơ, diện tích 4,5m x 10m, nhà trệt, hẻm 6m xe hơi quay đầu. Tiện kinh doanh, tiện cho vợ chồng trẻ thuê để đi làm hoặc để ở 
Giá : 2,5 triệu/tháng 
Liên... Xem thêm ","17815","NhaTro/image_motel/109.jpg","Trên 2 triệu","Khá"
"110","Phòng trọ sinh viên đường 3/2, P.Hưng Lợi, Q.Ninh Kiều, TP.Cần Thơ.","Rất tốt","Địa chỉ: 158A đường 3/2, P.Hưng Lợi, Q.Ninh Kiều, TP.Cần Thơ.","Ninh Kiều","4","DT: 30.00 m²","1000000","‎Phòng trọ sinh viên : 
 
Không gian thoáng mát,yên tịnh và an ninh. Diện tích gần 30m2 bao gồm cả gác thích hợp cho sinh viên học tập. 
 
Có nhu cầu xin liên hệ : 
 
Địa chỉ: 158A đường 3/2, P.Hưng Lợi, Q.Ninh Kiều, TP.Cần Thơ. 
 
Điện thoại: 0907... Xem thêm ","21159","NhaTro/image_motel/110.jpg","Trên 2 triệu","Khá"
"111","Phòng trọ sv có nhân viên dọn dẹp vệ sinh riêng , yên tĩnh , an ninh , giờ giấc tự do","Rất tốt","Địa chỉ: 316/16 đường 30/4","đường 30/4","5","DT: 10.00 m²","600000","‎khu nhà trọ sv 18 phòng , đ / c 316/16 đường 30/4 , hiện đang còn trống 4 phòng .phòng diện tích khoảng 10m2 , giá 600k / tháng/2người .bạn nào muốn ở 3 người thì giá 650k .toilet bên ngoài , xài nước máy chứ k phải... Xem thêm ","36894","NhaTro/image_motel/111.jpg","Dưới 1 triệu","Khá"
"112","Cho thuê phòng trọ giá 900.000đ hẻm đường võ văn kiệt cách Cao đẳng y tế 800m","Khá tốt","Địa chỉ: nhà rộng 4m, giờ tự do, chìa khóa cổng riêng, WC riêng","Ninh Kiều","3","DT: 12.00 m²","900000","‎Nhà còn dư 01 phòng diện tích 20m2, thoáng, sạch, rất mát, có sân rông 20m2 phía trước, hẻm trước nhà rộng 4m, giờ tự do, chìa khóa cổng riêng, WC riêng, giá cho thuê: 900.000đ/tháng, ở 01 -02 người, ưu tiên sinh viên, 
 
 liên hệ 01249776968. cảm ơn... Xem thêm ","17846","NhaTro/image_motel/112.jpg","Dưới 1 triệu","Khá"
"113","Cho thuê phòng trên lầu 2 3, gần trung tâm thương mại  Cái khế Q Ninh kiều","Rất tốt","Địa chỉ: Nhà kế TT Tmại Cái khế Q Ninh kiều Đường rộng 6m xe tai ra vào dược.","Ninh Kiều","3","DT: 16.00 m²","1000000","‎Nhà kế TT Tmại Cái khế Q Ninh kiều Đường rộng 6m xe tai ra vào dược. 
 
Khu nhiều c/ty văn phòng phẩm ,tiệm vàng .Tiện làm v/p hoặc n/v ở tập thể
Cho thuê 
 
Tầng 2: -. 01 phòng 4mx8..6 ,co WC bồn tắm men cao cấp +máy... Xem thêm ","17274","NhaTro/image_motel/113.jpg","Trên 2 triệu","Khá"
"114","Phòng trọ dài hạn giá rẻ tại KDC Metro  Bao điện nước","Trung bình","Địa chỉ: Phòng nhỏ (1-2 người)giá 2triệu/tháng - Phòng lớn (3-4 người) giá 3.2triệu/tháng","Ninh Kiều","3","DT: 30.00 m²","3000000","‎Hiện tại mình còn 5 phòng trống cho thuê dài hạn, phòng có trang bị đầy đủ: giường, tủ, máy lạnh, tv, truyền hình cáp, wifi, toilet trong phòng sử dụng nước nóng năng lượng mặt trời..Do chuyển từ nhà nghỉ sang làm phòng trọ nên yêu cầu không... Xem thêm ","12218","NhaTro/image_motel/114.jpg","Trên 2 triệu","Khá"
"115","Cho thuê phòng đường hùng vương p thới bình ninh kều","Trung bình","Địa chỉ: hẻm 132/16/49 đường hùng vương p thới bình q ninh kiều","Ninh Kiều","5","DT: 10.00 m²","600000","‎phòng trọ nằm hẻm 132/16/49 đường hùng vương p thới bình q ninh kiều, đối diện chợ an nghiệp, ngay trung tâm tp tiện ace làm việc học tập, giá 500n- 900n, điên 3n1kw, nước 30n người, liên hệ
 
mr Ngôn 0939561941... Xem thêm ","30430","NhaTro/image_motel/115.jpg","Dưới 1 triệu","Khá"
"116","Cho thuê phòng trọ  đường Nuyễn Văn Cừ nối dài, hẻm 8 nhà trọ 284, cách quốc lộ 45m","Trung bình","Địa chỉ:  đường Nuyễn Văn Cừ nối dài, hẻm 8 nhà trọ 284, cách quốc lộ 45m","Ninh Kiều","2","DT: 18.00 m²","2200000","‎cho thuê phòng trọ mới xây, 1 tháng 1 triệu đồng, máy lạnh nệm kim đan 2.200.000 đồng 1 tháng, sạch sẽ, thoáng mát, đường Nuyễn Văn Cừ nối dài, hẻm 8 nhà trọ 284, cách quốc lộ 45m.
 
SĐT: 0938532614 ( Cô Linh )... Xem thêm ","11522","NhaTro/image_motel/116.jpg","Trên 2 triệu","Khá"
"117","Phòng Cho Thuê Đầy Đủ Nội Thất, TTTM Cái Khế   Giá : 2 Triệu   2.5  TriệuTháng","Rất tốt","Địa chỉ: Kết Cấu Nhà : 1 trệt 3 lầu, có chổ đậu xe  Nội thất Phòng hiện đại đầy đủ tiện nghi","Ninh Kiều","2","DT: 20.00 m²","2000000","‎THÔNG TIN CHI TIẾT:Phòng cho thuê, đường Ung Văn Khiêm, TTTM Cái KhếLộ giới : 12mDiện Tích Phòng :  4.5m x  6m hoặc 4.5m x 4mKết Cấu Nhà : 1 trệt 3 lầu, có chổ đậu xeNội thất Phòng hiện đại đầy đủ tiện... Xem thêm ","13846","NhaTro/image_motel/117.jpg","Trên 2 triệu","Khá"
"118","Cho thuê phòng trọ đầy đủ tiện nghi tại trung tâm tp cần thơ","Rất tốt","Địa chỉ: số 21/3 Trần Phú ,tp Cần Thơ","Ninh Kiều","2","DT: 12.00 m²","1500000","‎Phòng trọ đẹp ,sạch sẽ ,thoáng mát ,yên tĩnh ,đầy đủ tiện nghi có sẵn ,bao gồm : tivi ,máy lạnh ,máy nước nóng ,tủ quần áo ,wifi .... tại địa chỉ số 21/3 Trần Phú ,tp Cần Thơ ,ngay đầu hẻm ( gần khu trung tâm thương mại... Xem thêm ","17140","NhaTro/image_motel/118.jpg","1 triệu - 2 triệu","Khá"
"119","Tìm bạn nam sinh viên khó khăn ở ghép chia tiền trọ","Rất tốt","Địa chỉ: 30/49A, kdc 30, phường hưng lợi,  ninh kiều,  cần thơ","đường 30/4","1","DT: 30.00 m²","1500000","Cần tìm bạn nam sinh viên năm nhất gia đình khó khăn chia tiền trọ.  Hiền lành,  chăm chỉ,  chân thật.  Tiền thuê phòng chia đôi 750k/ người.  Phòng trọ rộng,  thoáng,  có gác lửng. Địa chỉ: 30/49a, cặp bến xe 91b,  nguyễn văn linh,  ninh kiều,  cần thơ.  Đt:... Xem thêm ","5470","NhaTro/image_motel/timbanghep.jpg","1 triệu - 2 triệu","Trung Bình"
"120","Cần tìm nam ở ghép, lý lịch rõ ràng.","Rất tốt","Địa chỉ: Hẻm 116A, Tp. Cần THơ","Ninh Kiều","1","DT: 16.00 m²","1500000","Mình cần tim 1 bạn nam ở chung. Tiền trọ 1m5/ tháng, mỗi người 750k.  Yêu cầu: Sạch sẽ, không nhậu nhẹt tại phòng.  Nhà trọ có toilet trong, gần đường lộ lớn, Wifi rất mạnh,...   Nhà trọ: Hẻm 116A, Đường 3/2, P. Xuân Khánh, Tp. Cần Thơ.... Xem thêm ","7150","NhaTro/image_motel/timbanghep.jpg","1 triệu - 2 triệu","Trung Bình"
"121","Tìm Nam ở ghép, Ưu tiên sinh viên Đhct.","Trung bình","Địa chỉ: Hẻm 116A, Đường 3/2, Tp. Cần Thơ","đường 3/2","1","DT: 16.00 m²","1000000","Mình cần tìm 1 bạn nam ở ghép. Nhà trọ: 1m5/ tháng. Mình 750k và bạn 750k. Wifi bao mạnh, Toilet trong, Xung quanh khá yên tĩnh. Gần lộ lớn lên rất thuận tiện cho việc di chuyển. Địa chỉ: hẻm 116A (Đối diện cổng B, ĐHCT).... Xem thêm ","8102","NhaTro/image_motel/timbanghep.jpg","Trên 2 triệu","Trung Bình"
"122","Tìm Nam ở ghép, Ưu tiên sinh viên Đhct.","Rất tốt","Địa chỉ: khu công nghiệp Hưng Phú 2","Ninh Kiều","2","DT: 20.00 m²","800000","mình đang cần tìm 1 phòng trọ gần khu công nghiệp Hưng Phú 2 hoặc nằm trong khu dân cư 586 , phòng sạch sẽ thoáng mát yên tĩnh giờ giấc tự do (do có đi làm ca đêm) nam nữ ở chung được, giá tầm 700-800...!!!... Xem thêm ","11135","NhaTro/image_motel/timbanghep.jpg","Dưới 1 triệu","Khá"
"123","Xin ở ghép, do chưa có phòng trọ.","Rất tốt","Địa chỉ: Mậu thân, trần hưng đạo, lý tự trọng hoặc nguyễn việt hồng","Ninh Kiều","2","DT: 20.00 m²","1500000","Mình chưa có phòng trọ, tìm phòng trọ trên đường mậu thân, trần hưng đạo, lý tự trọng hoặc nguyễn việt hồng. Nếu ở 1 mình, mình cần tìm phòng khoảng 600-700 ngàn, nếu ở ghép thì sao cũng được, chỉ cần rộng rãi thoải mái giờ giấc tự do... Xem thêm ","9309","NhaTro/image_motel/timbanghep.jpg","1 triệu - 2 triệu","Trung Bình"
"124","Cần nữ ở ghép giá 650k/tháng/người","Rất tốt","Địa chỉ: Trần Việt Châu, Ninh Kiều, CT","Ninh Kiều","4","DT: 16.00 m²","1200000","Hiện tại mình cần 1 bạn nữ ở ghép hẻm 38Trần Việt Châu cách đuờng 15m hẻm lớn ôtô có thể vào đuợc, cách chợ 20 khoảng 20m và gần trường cao đẳng kỹ thuật công nghệ, đại học y dược, lotte, vincom... rất thuận tiện. Giá 650k/tháng/nguời bao gồm... Xem thêm ","20540","NhaTro/image_motel/timbanghep.jpg","1 triệu - 2 triệu","Khá"
"125","Tim nam ở ghép 700k chưa điện nước","Rất tốt","Địa chỉ: Đường mậu thân gần lotte","Ninh Kiều","3","DT: 30.00 m²","700000","Có phòng mình chuyển qua cũng được k nhất thiết ở phòng mình . Đang cần gấp gọi cho mình ngay nha . Có thể mình đi làm k bắt máy được . Nhắn tin m gọi lại nha . Mình đang sinh viện năm nhất vừa học  vừa làm... Xem thêm","14774","NhaTro/image_motel/timbanghep.jpg","Dưới 1 triệu","Khá"
"126","Tìm nam ở ghép sinh viên hoặc đi làm","Rất tốt","Địa chỉ: Ngay cầu Bà Bộ đi vô 50m","Ninh Kiều","2","DT: 20.00 m²","800000","Vị trí nhà trọ cách trường ĐHYD khoảng 1,5km gần chợ Bà Bộ thuận lợi cho sinh viên mới nhập học. Điện 3,5k/ kg nước : 8k/ khối ban nào có nhu cầu thì liên hệ sớm nha? Tiền phòng là 400k một tháng chưa có điện nước nha?... Xem thêm ","11968","NhaTro/image_motel/timbanghep.jpg","Dưới 1 triệu","Khá"
"127","Tìm người ở ghép để share tiền phòng","Trung bình","Địa chỉ: An Khanh, Ninh Kiều, Cần Thơ","Ninh Kiều","2","DT: 24.00 m²","1500000","Phòng trọ mình ở rộng rãi, thoải mái, nóc cao và mát. Đặc biệt là kế trường ĐH Y Dược Còn về phần mình thì vui vẻ hoà đồng và sạch sẽ. Lưu Ý: 1.Khu mình chủ chỉ cho sinh viên Y Dược thuê thôi.  2. Tiền phòng nếu share... Xem thêm ","9452","NhaTro/image_motel/timbanghep.jpg","1 triệu - 2 triệu","Trung Bình"
"128","Mình là sinh viên cần tìm nữ ở ghép","Khá tốt","Địa chỉ: Cần thơ, ninh kiều","Ninh Kiều","2","DT: 0.00 m²","1000000","Mình cần tìm một bạn nữ ở ghép share tiền phòng. Vì mình đang đi làm thêm nên ít ở phòng chỗ về buổi tối để ngủ nên mình muốn giá share tầm 500k đổ lại. Bạn nào thấy được liên hệ sdt 01256561657. Tên Luân... Xem thêm","11250","NhaTro/image_motel/timbanghep.jpg","Trên 2 triệu","Khá"
"129","CẦN TÌM BẠN NAM SHARE TIỀN PHÒNG Ở CẦN THƠ","Rất tốt","Địa chỉ: hẻm 132 3 tháng 2, Cần Thơ","đường 3/2","5","DT: 13.00 m²","1500000","Phòng trọ mình ở tại hẻm 132 đường 3/2, diện tích đủ rộng cho 2 người ở, phòng sạch sẽ thoáng mát, đặc biệt là không gian yên tĩnh. Do mình đi làm cũng ít ở trong phòng nên muốn tìm 1 bạn share tiền phòng để đỡ chi phí... Xem thêm ","38735","NhaTro/image_motel/timbanghep.jpg","1 triệu - 2 triệu","Khá"
"130","Cần 1 bạn nam ở ghép gần DHTĐ có nhu cầu liên hệ mình","Rất tốt","Địa chỉ: Gần đại học Tây đô","Ninh Kiều","2","DT: 15.00 m²","700000","Ở ghép đỡ chi phí mình là sv năm nhất cần bạn nam ở chung có nhu cầu liên hệ mình qua 01203975482 chổ trọ gần trường tây đô nếu bạn học trường này thì càng tốt, nhà trọ đủ rộng .............................. Xem thêm ","4996","NhaTro/image_motel/timbanghep.jpg","Dưới 1 triệu","Trung Bình"
